overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,True,"06 11, 2015",A21SGKG7HBM3V3,0811877825,{'Format:': ' Hardcover'},elle,Great book! I also love steam train dream train by the same authors. My 1 year old daughter and 3 year old son both adore these books. The story is great and the illustrations are amazing.,Love it!,1433980800,
5.0,,True,"06 11, 2015",A2FUCIDDZNRE1U,0811877825,{'Format:': ' Hardcover'},Debra Evans,A great book for boys or girls....,Five Stars,1433980800,
5.0,,True,"06 10, 2015",A31KOTDRCW19AH,0811877825,{'Format:': ' Hardcover'},Kindle Customer,"This is a favorite in our house with our two boys, ages 3 and 4. They love the illustrations. I love the heavy paper, the pages don't tear easily.",Favorite book,1433894400,
5.0,,True,"06 8, 2015",A2HJHXBEUSYYGI,0811877825,{'Format:': ' Hardcover'},Amanda Nail,such a fun bedtime story! perfect for boys and girls,Five Stars,1433721600,
5.0,,True,"06 7, 2015",A1JCNOV4WL1Q6J,0811877825,{'Format:': ' Hardcover'},LGW,I bought this for my two year old granddaughter because there was a house torn down across the street from them and two new houses built on the property.  She's been fascinated but a little afraid of all the heavy equipment and loud noises.  This is now her favorite book.,Great book for toddlers,1433635200,
5.0,,True,"06 7, 2015",AQKX2V6Q5MIPU,0811877825,{'Format:': ' Hardcover'},MommasAShopper,Perfect gift from Dadda to our son for his 2nd birthday,Five Stars,1433635200,
5.0,,True,"06 6, 2015",A18QBG36HVP8O4,0811877825,{'Format:': ' Kindle Edition'},Mary L. Wilkinson,My 5 year old grandson love the book,Five Stars,1433548800,
5.0,,True,"06 4, 2015",A8OAA7IBO7SS9,0811877825,{'Format:': ' Hardcover'},Lobo,Shejdjdkd,Five Stars,1433376000,
5.0,,True,"06 4, 2015",A184FQM5VYX2VC,0811877825,{'Format:': ' Hardcover'},Chrissy the Hyphenated,I gave this to my little grandson with a Tonka dump truck.  It's his new favorite book.,It's his new favorite book.,1433376000,
5.0,,True,"06 3, 2015",AXJIOT0J826D8,0811877825,{'Format:': ' Hardcover'},D. Hay,My 2.5 year old grandson loves this book.,My 2. 5 year old grandson loves this book ...,1433289600,
5.0,,True,"05 28, 2015",A32IU2KFL55BT,0811877825,{'Format:': ' Hardcover'},Brenda Mc,"I just received this yesterday. My 2 year old grandson had me read it to him 6 times! By the last time, he had the rhythm down, and was starting to recite some parts with me.  The illustrations are exquisite.  Love, love, love.","Love, love",1432771200,
5.0,,True,"05 27, 2015",A2INZUJSZ2UWOW,0811877825,{'Format:': ' Hardcover'},"Michelle Byrne, PhD","My 2 1/2 grandson is into ""truck porn"" as his mother has labeled his immersion and interest in all big trucks.. I had read about this book on a NY Times best seller list and I highly agree.. the pictures and prose are excellent! At bedtime.. we want something short and sweet and this book is just the right length with the right amount of words and pictures... I highly suggest it!",I had read about this book on a NY Times best seller list and I highly agree,1432684800,
4.0,,True,"05 23, 2015",A35LXSS9ALGC7E,0811877825,{'Format:': ' Hardcover'},Mom2boys,Cute book but a little long for a 2 year old.  I'm sure he will enjoy it in a year or two.,I'm sure he will enjoy it in a year or two,1432339200,
5.0,,True,"05 20, 2015",A60R5L3CV2BB1,0811877825,{'Format:': ' Hardcover'},MurphysLaw,My twins favorite book! They always yawn during the last few pages. We love this book!,Five Stars,1432080000,
5.0,,True,"05 19, 2015",A3KMC57J7RAAZO,0811877825,{'Format:': ' Hardcover'},Yvette B. Hills,Our family loves this book!  Fun rhyming and great illustrations make it a perfect read for everyone (parents included).  This was one of the first books my son completely memorized maybe around when he was 2 or 2 1/2.  It is still one of our favorites.,Fun book for bedtime,1431993600,
5.0,,True,"05 18, 2015",A1J8DTD2A50A9T,0811877825,{'Format:': ' Hardcover'},Melissa S.,Best bedtime book ever for a 3-year-old who is in love with construction vehicles.  We read this every night!,PERFECT BEDTIME STORY WITH CONSTRUCTION VEHICLES,1431907200,
4.0,,True,"05 14, 2015",A3P2WEOQRP8NL7,0811877825,{'Format:': ' Hardcover'},Margaret S.,Cute book,Four Stars,1431561600,
5.0,,True,"05 8, 2015",A2RQUXXB70EVBJ,0811877825,{'Format:': ' Hardcover'},Sheila k,What a wonderful book grandson enjoys it,sheilak,1431043200,
5.0,,True,"05 7, 2015",A3MW70796FME25,0811877825,{'Format:': ' Hardcover'},J. Lockard,My son loves this book.  And now that they're building more homes in our neighborhood he can recognize most of the vehicles.,My son loves this book. And now that they're ...,1430956800,
4.0,,True,"05 7, 2015",A2YL0ZMCHPSIJS,0811877825,{'Format:': ' Kindle Edition'},N. Banton,"My son likes trucks and enjoyed reading this book because it was educational) and funny (in a silly way). I liked that it contained challenging and familiar words. He is 6 years old and this was an instructional level book for him. The only problem I had with this book was that the font was very small. I have an iPad and this is the first illustrated book we read in the Kindle app, so perhaps this is an app or hardware - related issue.",Solid Informatiomal Rhyming Book,1430956800,
5.0,,True,"05 7, 2015",A3M7OIKBZ41MWR,0811877825,{'Format:': ' Hardcover'},JeninFlorida,"The reviews are correct, this is a great book, and in high demand at our house.  The girls love saying good night to everything.  I bought this as they are already really into trucks/cars/planes, and figured this would go over well.",Girls love this book too!,1430956800,
5.0,,True,"05 6, 2015",A2JJ6TNNJTIAGG,0811877825,{'Format:': ' Hardcover'},E. Pearce,Gave as a gift to new baby.,Five Stars,1430870400,
5.0,,True,"05 6, 2015",A1HR7HWL5OXQZ5,0811877825,{'Format:': ' Hardcover'},James,FANTASTIC book for boys and girls!  Kids love it!,Five Stars,1430870400,
5.0,,True,"05 5, 2015",ADK83V8SYL7WD,0811877825,{'Format:': ' Hardcover'},Rofox,Our little guy loves this story of the construction equipment. Cool drawings.,Cool drawings.,1430784000,
5.0,,True,"05 5, 2015",A3CSZH55OOTYHM,0811877825,{'Format:': ' Hardcover'},Senior Swede,Gave this to an expectant architect daughter and she loved it.  Having a Boy so this should be perfect although we both agree this is not a sex based book and would have been given to her had she been pregnant with a girl.,Gave this to an expectant architect daughter and she loved it. Having a Boy so this should be ...,1430784000,
5.0,,True,"05 4, 2015",A1D3B0BDE39M79,0811877825,{'Format:': ' Hardcover'},Amber,"Favorite bed time book for our 2 year old daughter!  Get it, you won't regret it!!!",Five Stars,1430697600,
4.0,,True,"05 2, 2015",AGL36JVIXAG7,0811877825,{'Format:': ' Hardcover'},TiaBarboo,Great!,Four Stars,1430524800,
5.0,,True,"05 2, 2015",A1FBBLPI1WY70H,0811877825,{'Format:': ' Hardcover'},Danica Harden,Very nicely written - and with fantastic illustrations.  You'll love the characters.,Five Stars,1430524800,
5.0,,True,"04 30, 2015",A11V6WRO6SPB9M,0811877825,{'Format:': ' Hardcover'},winge1993,Illustrations are amazing! And storyline is absolutely cute:),Five Stars,1430352000,
5.0,,True,"04 30, 2015",A1Q78Y84XBMKLD,0811877825,{'Format:': ' Hardcover'},Doctor Who Goth Nerd Kristine,"My 4 year old son loves the story, the big trucks and equipment, the rhyming and the illustrations!  You really can't go wrong for any child that likes building equipment and a cute, rhyming story.

For people complaining about how the story is all ""HE"" and male-trucks.  When I read stories to my little guy, I always change things up if I don't like it.  I add words, delete words, change sentences - to my liking.  Since my son is only 4 and can't read yet, I easily change 2 of the trucks to ""SHE"".  Crane Truck is a ""SHE"" when I read it, and so is ""CEMENT MIXER"".

When he's old enough to read stories for himself, I'm sure he will have grown out of this book.

I still think it's a cute, clever book.",We read it EVERY.  NIGHT.,1430352000,
5.0,,True,"04 26, 2015",AWTSFMR177I77,0811877825,{'Format:': ' Hardcover'},cottonjp40,thanks great book,Five Stars,1430006400,
4.0,,True,"04 25, 2015",A12IZNIB236B88,0811877825,{'Format:': ' Kindle Edition'},P. J. Sawyer,"My boys loved the vehicles, and I loved all the descriptions and names of the various parts. print was a little small on the Kindle but of think there is a fix for that.",My boys loved it,1429920000,
5.0,,True,"04 25, 2015",A2WSMVCPYDUB53,0811877825,{'Format:': ' Hardcover'},Lisa C.,great book grandson loves construction stuff,Five Stars,1429920000,
5.0,,False,"04 24, 2015",A161NR8RGPRZNL,0811877825,{'Format:': ' Hardcover'},ACPT1980,"Incredibly sweet, well written, beautifully drawn.",Perfect book for nighttime family reading,1429833600,
5.0,,False,"04 23, 2015",A2GB9MVTC2X961,0811877825,{'Format:': ' Hardcover'},Mr. Michalek&#039;s Second Grade Class,"Good Night Construction Site is about trucks that are sleepy and cool. The book shows you what the trucks do last each day before they go to sleep. One truck shown is the mixer and the book shows him washing himself at the end of the day. If you want to see what the other trucks do you should read this book.

  My favorite part is when it said Good night construction site. I can relate to the trucks because after I had a long day I felt tired and sleepy.

  I would recommend this book for 5 years old and under. If you are in kindergarten you should like it because my sister liked it when she was in kindergarten. I liked looking at the pictures. Now good night, reader. Go get this book!",A Review by E.S.,1429747200,
5.0,,False,"04 22, 2015",A1U0T6TDSQU9B5,0811877825,{'Format:': ' Hardcover'},Lori Ann,"We originally found this at the library but had to get our own (thanks, Grandma!) as my 2.5 son wanted this read every day. And, unlike with some children's books, I don't mind at all... the words are rhythmic and soothing, the artwork beautiful.",Prettiest Construction Site Story Ever,1429660800,
5.0,,True,"04 22, 2015",AWWK5P15WTGFQ,0811877825,{'Format:': ' Hardcover'},HBP,"Love this story, and so does my son.  I got this at my baby shower, and my son is almost 2, and I haven't tired of it yet.  He's really gotten into it lately, too.  I bought a copy for one of my nephews as well.",Love this story,1429660800,
4.0,,True,"04 21, 2015",A1S40CBMJJU7,0811877825,{'Format:': ' Hardcover'},Newyorking,"My toddler boys are into everything that moves. I introduced this book when they were almost 2, but I think I should have introduced them at 18 months. By then they had a vehicles book and knew everything in there, so they could have related to this book. But better late than never. They really like this book - they like all the construction vehicles and I make them act what each vehicle is doing like yawning, how they are sleeping, etc. It is a short and quick book, but covers the top construction vehicles. Perfect bedtime reading. I just with it had more vehicles, 5-6 is nothing and it is done in a minute. They should have had at least 10-12 vehicles.",Good but too short,1429574400,
5.0,,True,"04 21, 2015",ATJ4KS6IZLHHV,0811877825,{'Format:': ' Hardcover'},Amazon Addict,"We checked this book out of the library so much, it was time to get a copy for our home library. With a little guy that absolutely loves construction vehicles of all varieties, this book is right up his alley. Each truck has a job to do during the day, and at night it is time to tuck each one in and tell them good night, just as we tuck the little guy in. It is a book I don't mind reading frequently, which says a lot.","and at night it is time to tuck each one in and tell them good night, just as we tuck the little guy ...",1429574400,
5.0,,True,"04 17, 2015",A29LB4WUWQU4ZU,0811877825,{'Format:': ' Hardcover'},Jeffrey Rosen,Grandchild loved it.,Five Stars,1429228800,
5.0,,True,"04 14, 2015",A1BOUAJ9YAWE4X,0811877825,{'Format:': ' Hardcover'},Kate927,Great book for my grandson.,Five Stars,1428969600,
5.0,,True,"04 13, 2015",A3TUSQNC4DL2QX,0811877825,{'Format:': ' Hardcover'},Dottie,Perfect for that grandson (1-3) who is enamored of all things truck.  The illustrations are great as well as amusing.  Also it is a good book to read when putting a child to bed.,Perfect for that grandson (1-3) who is enamored of all ...,1428883200,
5.0,,True,"04 13, 2015",AE7FEQGUK2S41,0811877825,{'Format:': ' Hardcover'},Anne McCormack,loved it,Five Stars,1428883200,
5.0,,False,"04 11, 2015",A3BXTUVH58042A,0811877825,{'Format:': ' Hardcover'},lindsey nelson,Our favorite nighttime book so far!,Five Stars,1428710400,
5.0,,True,"04 11, 2015",A2FKTOJG09EH6O,0811877825,{'Format:': ' Hardcover'},P. Gutierrez,Son loves this. We read it every night!!,A boy's goodnight book,1428710400,
5.0,,True,"04 10, 2015",A4YMSCT6JEKCG,0811877825,{'Format:': ' Hardcover'},scott866,"If you have a construction loving boy you must own this book.  The illustrations are beautiful, the rhymes are sleepy and poetic...the characters are friendly and their jobs well explained.  It is a regular in our rotation and our 3 year old has it memorized.  Careful - it will make you sleepy too!",We love this book,1428624000,
5.0,,True,"04 10, 2015",A2GQPSF4GH3W7B,0811877825,{'Format:': ' Hardcover'},YellowMountain,"My son is obsessed with construction equipment, so I got him this book.  The text has a good rhyme scheme and the story is good.  It is a classic in our house and one book which we always come back to.",The text has a good rhyme scheme and the story is good,1428624000,
5.0,,True,"04 9, 2015",A27V69P9JVZDIL,0811877825,{'Format:': ' Hardcover'},Alina Milian,This has become a favorite in our house.,for kids obsessed with construction,1428537600,
5.0,,True,"04 7, 2015",A2YB99H7K3D8N6,0811877825,{'Format:': ' Hardcover'},July MS Sadowski,My godson loves them. Good book.,Good Book,1428364800,
5.0,,True,"04 6, 2015",A3JYD921QMRR4G,0811877825,{'Format:': ' Hardcover'},A Morse,My grandson LOVES this book!!,Love it!,1428278400,
5.0,,False,"04 3, 2015",A3MV4J00PJXNND,0811877825,{'Format:': ' Kindle Edition'},Kelly,"I don't even remember how I discovered this book. I almost cant believe I hadnt heard of it earlier, but Ive got a huge gap in my knowledge of childrens books. Im familiar with the classics (surprise, surprise: I loved to read as a kid) but much less familiar with the new classics. Since buying this one for my son, though, I see it everywhere. And for good reason: the rhymes are catchy, the trucks are exciting to read about, and the artwork is stunning. Really. Im actually considering buying a second copy to frame some of the illustrations. This is a book Ill likely end up giving as a gift.",Excellent picture book,1428019200,
5.0,,True,"04 3, 2015",A27E0K5XBK9ODJ,0811877825,{'Format:': ' Hardcover'},Family guy,"One of the really great children's book. Children can read it themselves, and it's great for oral reading to a group of children.",a great book,1428019200,
5.0,,True,"04 1, 2015",A2UPCC2CF1R8XL,0811877825,{'Format:': ' Hardcover'},gmtk,"Great book, especially for kids who love trucks/construction toys.",Five Stars,1427846400,
5.0,,True,"04 1, 2015",AAQML9W6Y828X,0811877825,{'Format:': ' Hardcover'},NIE JIYU,good,Five Stars,1427846400,
5.0,,False,"03 29, 2015",AJF1X7RTIDD8Y,0811877825,{'Format:': ' Kindle Edition'},Tadaa!,"He's loved it for about 2 years, so far, and he's 3 now...and I like reading to him...not so true of many books in his library.",This is my grandson's go to bedtime book,1427587200,
5.0,,True,"03 29, 2015",A2ZAZQXQPH3MAK,0811877825,{'Format:': ' Hardcover'},Aydren01,"Love, love, love! The way the story is written is fabulous. The rhyming words, the words used for each machine, the photos that go with each machine are genius. My son, 2years and 3 months old, loves to have it read to him every single night. He's learned the name of each machine and has even begun to memorize the story. (I overheard him reciting some of the words that correlate to each page) I have purchased a few to give out as gifts. That's how much I love it.",MUST have,1427587200,
5.0,,True,"03 29, 2015",AT5MOII1A77LA,0811877825,{'Format:': ' Hardcover'},J,"Given my child's interest in construction vehicles, this book was recommended by several friends before I made the purchase.  The drawings and text are wonderful, he loves it and we do too.

The one thing that could be better is the placement of the text.  We're trying to teach our son to read by following the text with our finger, but doing so inevitably covers the drawings and my son asks us to stop.  This has never happened with any other book.  But this is a minor complaint -- it is a wonderful book.",Great book,1427587200,
5.0,,True,"03 28, 2015",A492HXZOCVUIJ,0811877825,{'Format:': ' Hardcover'},Jan,This is one of my boys' favorite bedtime books! It is so cute! They love reading about the construction mighty machines do their last routines for the day before bed time. The drawing is very nice as well. Highly recommended.,This is one of my boys' favorite bedtime books,1427500800,
5.0,,True,"03 25, 2015",A2XW36O3RJIX8X,0811877825,{'Format:': ' Hardcover'},Amazon Customer,"I bought GGCS for my 2 1/2-year-old grandson, who loves construction equipment AND had developed sleep problems after some extended travel and then a series of colds. When I showed him the book (in the afternoon), he said ""I want to go to bed now!"" After reading the book that night, and every night of my visit, he fell asleep easily, and slept through the night, for the first time in weeks. So I have to conclude that the book is magic.","he fell asleep easily, and slept through the night",1427241600,
5.0,,True,"03 24, 2015",A1B7U9CQGCREGB,0811877825,{'Format:': ' Hardcover'},craigS,good book,Five Stars,1427155200,
4.0,,True,"03 23, 2015",A140YJF15Q5W2M,0811877825,{'Format:': ' Kindle Edition'},Jagvocate,"An easy read and my son enjoyed it.  He's two and the rhyming scheme kept his attention, while the repetitive ""shhh....good night"" phrases set up the big finale ""good night.""  Well done.",short and sweet,1427068800,
5.0,,True,"03 20, 2015",A2W5HRQA0JOJTJ,0811877825,{'Format:': ' Hardcover'},Donna A Powers,"My students loved this book. Used it during an ""Under Construction"" theme.",Five Stars,1426809600,
5.0,,True,"03 19, 2015",A1K4Y6BAYRREID,0811877825,{'Format:': ' Hardcover'},Isabel Topps,My grandson is obsessed with backhoes (all the machinery is a backhoe) so he loves this book!,Five Stars,1426723200,
5.0,,True,"03 19, 2015",AHSICBLPIO666,0811877825,{'Format:': ' Hardcover'},Carter Flagg,"A very delightful book for children, especially ones that love all manner of trucks and machines! This is a good purchase!",especially ones that love all manner of trucks and machines,1426723200,
5.0,,True,"03 17, 2015",A22UNIBY0F05GF,0811877825,{'Format:': ' Hardcover'},Maureen Olson,"Very cute book, particularly for boys.",Five Stars,1426550400,
5.0,,True,"03 16, 2015",A3A4GRDBUR5LCS,0811877825,{'Format:': ' Kindle Edition'},Kindle Customer,"My son loves this book! We read it at least twice a night. If your child likes dump trucks and construction sites, then they will love this book.",Great bedtime story for little boys!,1426464000,
5.0,,True,"03 16, 2015",A1QRAA7WUWY4YH,0811877825,{'Format:': ' Hardcover'},Kathy S.,Bought this for a baby shower.,Five Stars,1426464000,
5.0,,True,"03 14, 2015",A2T2SEUF9IXUUJ,0811877825,{'Format:': ' Hardcover'},Marc Baker,This was a Christmas present for my two year old but also enjoyed by his six year old brother. It is written in rhyme and a very cute book about these trucks days and how they end them. It is one of our bedtime favorites.,Very cute book for younger readers,1426291200,
5.0,,True,"03 13, 2015",A373H4TVR0IC0Q,0811877825,{'Format:': ' Hardcover'},JP,Wonderful bedtime book for any child who is fascinated with construction equipment.  Our grandson loves this book!,Wonderful bedtime story for children of all ages,1426204800,
5.0,,True,"03 13, 2015",AW9VADLUI5Q1C,0811877825,{'Format:': ' Hardcover'},Twin Mom,This is a great book for small children who like construction equipment.  Well done!,Five Stars,1426204800,
5.0,,True,"03 12, 2015",A3KJ7859FWG49L,0811877825,{'Format:': ' Hardcover'},G.L. Martin,"Bought this for my 18 month old great nephew for Christmas.  His sweet Mom tells me that he loves it and has to have it read to him at least twice a night.  Happy boy, happy Auntie.",Bought this for my 18 month old great nephew for Christmas,1426118400,
5.0,,True,"03 11, 2015",A3DL2VYEUHUW5E,0811877825,{'Format:': ' Hardcover'},Brooke Eidem,My kids LOVE this book.,Five Stars,1426032000,
5.0,,True,"03 10, 2015",AII9K651QXP2H,0811877825,{'Format:': ' Hardcover'},klynnw,My grandson loves this book. He wants to read it every day.,Little guy loved it,1425945600,
5.0,,True,"03 9, 2015",A20N17BQ85ORR1,0811877825,{'Format:': ' Hardcover'},Kansas Prairie Chick,"What a fun little story, especially for little boys who love construction machinery! I love the illustrations! The story is interesting. It's hard to go to sleep reading this book.",Putting machinery to bed.,1425859200,
5.0,,True,"03 8, 2015",A34JQOP47B8TDO,0811877825,{'Format:': ' Hardcover'},Beanjapan,Best boys children's book ever!,Five Stars,1425772800,
5.0,,True,"03 8, 2015",AYV1KIV8T53H7,0811877825,{'Format:': ' Hardcover'},Dana Leigh,My grandson can now recite all the words.  This book is his all time favorite.,This book is his all time favorite.,1425772800,
5.0,,True,"03 7, 2015",A1Q5FBXR5HE22O,0811877825,{'Format:': ' Hardcover'},Davy H.,we read this every night to my son. he loves it,Five Stars,1425686400,
5.0,,True,"03 7, 2015",A1IFVF0I5HAG3W,0811877825,{'Format:': ' Hardcover'},Kevin Allen McBrayer,Super cute! My two year old will sit still for this one.,Five Stars,1425686400,
5.0,,True,"03 7, 2015",AX8SHRG08WVLS,0811877825,{'Format:': ' Hardcover'},InfoTeach,"I buy this book for every boy baby shower I get invited to.  It soon becomes a favorite book.  In fact, some of them can even recite the story to me.  Over and over again.  Yea, me!  I'm not even the grandma.  It is so exciting to see the love of books starting at such an early age.",Shower Book Favorite!,1425686400,
5.0,,True,"03 7, 2015",A3COK8P5W327XR,0811877825,{'Format:': ' Hardcover'},LoraLee Steele,One of our favorite books!,Five Stars,1425686400,
5.0,,True,"03 5, 2015",A25I16QXASD0LN,0811877825,{'Format:': ' Hardcover'},cragusa23,My grandson's favorite book.  His dad has to read it every night without fail.,My grandson's favorite book. His dad has to read it every ...,1425513600,
5.0,,True,"03 4, 2015",ABZ5HOM0J6GA4,0811877825,{'Format:': ' Hardcover'},peggy,we love our books,Five Stars,1425427200,
5.0,,True,"03 2, 2015",A2UAIETUK5K2AG,0811877825,{'Format:': ' Hardcover'},Chris Ransom,favorite book,Five Stars,1425254400,
5.0,,True,"02 28, 2015",AOBEUKTNEKY0G,0811877825,{'Format:': ' Hardcover'},Jill C,"Lovely, lovely book, from the art to the words. It's a nightly favorite in our house. Thankfully it's well written and a delight to look at, so even the adults in this house aren't tired of it.",Lovely book!,1425081600,
5.0,,True,"02 27, 2015",AJ7UQG7T904NF,0811877825,{'Format:': ' Hardcover'},Gary,Grandsons are enthralled !,Five Stars,1424995200,
5.0,,True,"02 25, 2015",A3LW5TQZCZZCKY,0811877825,{'Format:': ' Hardcover'},charles crisp,No problems.,A+,1424822400,
5.0,,True,"02 23, 2015",A4P2G2WD223Q5,0811877825,{'Format:': ' Hardcover'},jstill,My son Loves this book!!!,Five Stars,1424649600,
5.0,,True,"02 23, 2015",A2MQZJX9CYE6ID,0811877825,{'Format:': ' Hardcover'},Amelia Bailey,"A must have to your youngsters library. One of our favorites.  Also check out Steam Train, Dream Train.",Five Stars,1424649600,
5.0,,False,"02 22, 2015",A18LP0UNKKR6BM,0811877825,{'Format:': ' Hardcover'},AmazonPrimeMom,"Beautiful illustration.
One of my 2-year-old favorite books.
I love the melodic flow, the rhyming, the illustration.",Beautiful illustration. One of my 2-year-old favorite books,1424563200,
5.0,,True,"02 21, 2015",A7TKUK32RW1BK,0811877825,{'Format:': ' Hardcover'},Melissa,Wonderful book with great illustrations. If you have a little one that likes heavy machinery they will love this book!!,Wonderful bedtime book,1424476800,
5.0,,True,"02 21, 2015",AZCC82FRQTE62,0811877825,{'Format:': ' Hardcover'},Heather,"Has to be one of our favorite books! Super creative and a great read. Perfect for my son who loves construction. He loves that some fo the vehicle's have night lights and blankets, just like him.",Love!,1424476800,
5.0,,True,"02 19, 2015",A38BZ5DXNQFF0J,0811877825,{'Format:': ' Hardcover'},CP,"FABULOUS, my 2.5 year old son just loves this. He's obsessed with diggers, buggers, etc. So well written, love the rhyme, never tire of it.
My son has already memorized most of it. Fabulous. Give it to any 2.5 year old who likes these things, a real classic. Will be saving for any potential grandchildren I might have. Love it so.","FABULOUS, one of my ALL TIME FAVORITES!",1424304000,
5.0,,True,"02 19, 2015",A2HHYV0RNL4M1Y,0811877825,{'Format:': ' Hardcover'},Fozzy,This is a very nice bedtime story for little boys.,Should be in every little boy's collection,1424304000,
5.0,,False,"02 12, 2015",A2836MTQ9Y9V1M,0811877825,{'Format:': ' Hardcover'},LaniO,"My son got this great book for Christmas and I can see why it is a best seller.  The poetry has a great rhythm; which I always appreciate (since it is the only poetry I get to ready anymore!), the illustrations are really lovely, and the yawns strategically placed throughout the book make him feel sleepy every time.  It really is the perfect book for bed time because it is so rhythmic and the illustrations so tranquil.",Best Bedtime Book We've Read,1423699200,
5.0,,True,"02 12, 2015",A1MFP3DR0AQRED,0811877825,{'Format:': ' Hardcover'},Sarah Scott,"Great book. Got my 3 yr old daughter interested in trucks that whenever we drive to visit family and drive by construction sites or drive by trucks in the road, she sounds like a pro identifying the trucks she sees.",love it,1423699200,
5.0,,True,"02 9, 2015",A2LAIF6V4HCFOF,0811877825,{'Format:': ' Hardcover'},MommyofTwo,One of my instant favorites!! Such a cute way to learn about different types of construction vehicles. My preschoolers loved it!!,My preschoolers loved it!,1423440000,
4.0,,True,"02 9, 2015",A1LL2YE7H2MSZS,0811877825,{'Format:': ' Hardcover'},Dwight D. Henry,Great product,Four Stars,1423440000,
5.0,,True,"02 6, 2015",A2NLD5P886TTLC,0811877825,{'Format:': ' Hardcover'},Carol A. Sutton,shabby but okay,Five Stars,1423180800,
5.0,,False,"02 5, 2015",ADPTDIKH88YHI,0811877825,{'Format:': ' Kindle Edition'},A. Vasey,"Toddler review - tantrum worthy.
Parent review - easy to adjust read time with the rhyming. Need a quick bedtime?  No problem!  Just skip a few stanzas here and there!",toddler and parent approved,1423094400,
5.0,,True,"02 5, 2015",A1RBQFO6P94NFT,0811877825,{'Format:': ' Hardcover'},Oliver R. Torres,Such a great book.  My 2 year old son loves when I read him this book.  Its easy and fun.  I highly recommend this book.,Love this Book,1423094400,
5.0,,True,"02 2, 2015",A2DNY5BY53UB4V,0811877825,{'Format:': ' Hardcover'},Jenn G,"Adorable book! Bought for my 16 mo. son and it's a refreshing story to read for bedtime. The only down side is it's paper so he crinkles it as we read, but he should be getting out that phase soon I hope.",Adorable story for bedtime,1422835200,
5.0,,True,"01 29, 2015",A1EVTUQH33NJDR,0811877825,{'Format:': ' Hardcover'},Amy,"Such a cute, rhyming story of construction equipment going to bed after a hard days work.  My 2 1/2 year old love this book!",My 2 1/2 year old love this book,1422489600,
5.0,,True,"01 28, 2015",A2NBTDA80UA0SV,0811877825,{'Format:': ' Hardcover'},John Skurka,Good book. My son enjoys this book being read to him.,Good book,1422403200,
5.0,,True,"01 28, 2015",A2B8B8R08P1PM,0811877825,{'Format:': ' Hardcover'},Rebecca,"Very well written, great illustrations. It's a favorite in our house and I am very critical of children's books.",Excellent book!,1422403200,
5.0,,True,"01 27, 2015",AMO19WBAZPQGV,0811877825,{'Format:': ' Hardcover'},Happy Wife,"A fun and sweet bedtime book geared toward any little boy!  The author personifies construction vehicles as they reflect on their day and finally go to sleep.  The illustrations are fantastic.  This book is also the perfect length for a bedtime story - not too tedious and long but not board book short.  We've had this book for a couple years, and my five year old still loves it.  Great read!",A family favorite,1422316800,
5.0,,True,"01 27, 2015",A1QDMPTEJZ4WWS,0811877825,{'Format:': ' Hardcover'},jlg839142,This is my 18 mo old son's favorite book at bedtime and through out the day. I also bought one for his best friend's birthday!,This is my 18 mo old son's favorite book at bedtime and through out the day,1422316800,
5.0,,True,"01 26, 2015",AVFALKV1H30KW,0811877825,{'Format:': ' Hardcover'},C &amp; J,"Our two-year-old grandson loves this book.  He's a tractor and heavy-equipment nut.  He makes all the right sounds, yawns as each is ""put to bed"" for the night, and happily goes to sleep.",And off to sleep...,1422230400,
4.0,,True,"01 25, 2015",A3CZYMO4US22CO,0811877825,{'Format:': ' Hardcover'},"Parke H John, Jr.",For kids.,Four Stars,1422144000,
5.0,,True,"01 24, 2015",A11IW4QN75M6FU,0811877825,{'Format:': ' Hardcover'},D. L. Joaquin,We love this book!,Five Stars,1422057600,
5.0,,True,"01 23, 2015",A3EB1V1IUKCO7M,0811877825,{'Format:': ' Hardcover'},Kathy Fox,very cool book! My grandson loved it!,Five Stars,1421971200,
5.0,,False,"01 22, 2015",A8J6HF5GLKHPP,0811877825,{'Format:': ' Hardcover'},Yuukari,"My 3yr old son absolutely loves this book, wants it read every night. Great book for your little digger loving kid!",Goodnight Book,1421884800,
5.0,,True,"01 20, 2015",ARDW08CUFE5MO,0811877825,{'Format:': ' Kindle Edition'},Bea,Really sweet book. Being readling this book over and over again for about a year. Great for winding my 4 yr old son down for bedtime.,Really sweet book,1421712000,
5.0,,True,"01 20, 2015",A1CA6WP9QZYKQ,0811877825,{'Format:': ' Hardcover'},miyazawagirl,"My son loved this book so much, we gifted it to another boy.  This was our bedtime story book for 2 years.  Great illustrations, nice rhythm in the text so gently lull a child to sleep.",Perfect storytime book.,1421712000,
5.0,,True,"01 19, 2015",A2QVY62G98D4DD,0811877825,{'Format:': ' Hardcover'},K. G. Maes,My grandson loves this book.,Five Stars,1421625600,
4.0,,True,"01 18, 2015",ACUCVF2YH0VWS,0811877825,{'Format:': ' Hardcover'},Meg Mac,Very cute bedtime story. My son loves trucks & machines so we read this every night.,Adorable,1421539200,
