Id,neg,neu,pos,compound,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,target_compound,rank,title
19880,0.045,0.81,0.145,0.9,3.0,False,"12 30, 2001",A2LZWOWISA7RS7,0439139600,{'Format:': ' Hardcover'},Jefferey W. Ray,"I was a little disappointed. The Goblet of Fire merely picked the ones entering the Triwizard Tournament (a series of task you must complete). Nothing magical here. I really think I should've given it 4, but it wasn't what I was anticipating. Many people say it's the best, but stick with #3. The best reason to buy it is the continuienty (I can't spell). For instance, The Order of the Pheonix might be good...",Goblet of Fire?,1009670400,,,0.9,17.0,Harry Potter And The Goblet Of Fire
21823,0.132,0.693,0.175,0.0772,1.0,True,"11 11, 2017",A1YQRRWKQHFZW0,0439358078,{'Format:': ' Paperback'},Ludwig Wittgenstein,"Just read this at my son's request.
- - - Am I the only person on earth who considers this horribly written and complete garbage?
Just curious.  :)","A truly terrible book. Yes, that's right.",1510358400,,,0.1,37.0,Harry Potter And The Order Of The Phoenix
21936,0.092,0.784,0.124,0.128,3.0,True,"08 15, 2017",A15N07RP5FIJFF,0439358078,{'Format:': ' Kindle Edition'},kep59,Just okay. Took me forever to read it. Too much moaning for my taste.,Not my favorite HP book,1502755200,,,0.1,37.0,Harry Potter And The Order Of The Phoenix
27151,0.095,0.821,0.084,0.2998,5.0,False,"06 22, 2003",A1HIMJ9CENKXS4,0439358078,{'Format:': ' Hardcover'},Kathleen Cobcroft,"Like the last book, The Order of the Phoenix gives Harry more serious problems than the first novels - he's 15 now. In the last book he saw Voldemort return and a student die, so of course he's still upset about that, and he finds himself with a host of other problems in this new book - including the nasty OWL exams.
Some of the characters seem to be acting rather oddly at the start, but this is all explained by the end of the book.
The book is a bit longer than it could have been, and it does get a bit bogged down in Harry's teen angst/worries, but what fan of the series would want a shorter book?
Yay Harry!","Good, but quite long and more serious",1056240000,,,0.3,37.0,Harry Potter And The Order Of The Phoenix
22989,0.0,0.0,1.0,0.296,5.0,False,"05 30, 2015",A3NBBNEX7NICCJ,0439358078,{'Format:': ' Kindle Edition'},Kindle Customer,Ok.,Five Stars,1432944000,,,0.3,37.0,Harry Potter And The Order Of The Phoenix
22443,0.161,0.493,0.345,0.5003,5.0,False,"05 30, 2016",A2S1AY9AZYM30K,0439358078,{'Format:': ' Kindle Edition'},Jacque Knuttel,Love this series  Not a fan of the epilogue,Five Stars,1464566400,,,0.5,37.0,Harry Potter And The Order Of The Phoenix
24184,0.0,0.855,0.145,0.5023,5.0,True,"01 16, 2013",A260GV7NQGTGMB,0439358078,{'Format:': ' Hardcover'},Karen Stiffler,"Love this series, big fan.  I had the paperbacks but wanted the hardbacks to keep in my Library. I will read them many times before they are passed on.",Harry Potter,1358294400,,,0.5,37.0,Harry Potter And The Order Of The Phoenix
22951,0.033,0.872,0.095,0.6997,5.0,False,"06 16, 2015",AICA40ZLIK1TN,0439358078,{'Format:': ' Kindle Edition'},Rosemarie L. Kury,"This book in the series gets quite a bit darker when a witch is appointed as a professor in the dark arts and the school begins to change.  The Dark lord is getting more powerful, and Harry is caught up in it all.  I love the twists and turns in this book.  Keeps you guessing what will happen at the end both with the school and the influence of the Dark Lord on everyone.",A really good read,1434412800,,,0.7,37.0,Harry Potter And The Order Of The Phoenix
22591,0.0,0.812,0.188,0.7003,5.0,False,"02 10, 2016",A1FLUW8G08RBEI,0439358078,{'Format:': ' Kindle Edition'},Amazon Customer,If you like magic and novels that submerse you into a whole different world than the Harry Potter series is for you. Fun for adults and kids alike.,Always a fun series!,1455062400,,,0.7,37.0,Harry Potter And The Order Of The Phoenix
21836,0.039,0.559,0.401,0.9002,3.0,False,"11 2, 2017",A1KLNXFHR5YWS8,0439358078,{'Format:': ' Kindle Edition'},Gerrit,"Good book, just took a while to get really good. Lots of backstory thanks dragged on. The first 4 books are a little more exciting.",Took a long time to get interesting. Last 20% was very good.,1509580800,,,0.9,37.0,Harry Potter And The Order Of The Phoenix
22334,0.0,0.8,0.2,0.9003,5.0,False,"08 21, 2016",A1Q4BW9R3YIH6U,0439358078,{'Format:': ' Kindle Edition'},ben traywick,"Harry Potter and the Order of the Phoenix is the best Harry Potter book there is in myh opinion. Every Harry Potter book is wonderful but The Order of the Phoenix  really stands out. Itgets very dark. I loved the centars,evil Unbridge,The department of mysteries all of it!",Harry Potter and the Order of the Phoenix,1471737600,,,0.9,37.0,Harry Potter And The Order Of The Phoenix
30674,0.107,0.759,0.134,0.1516,2.0,True,"01 13, 2013",A3B4M6PT1CVU5N,0439673631,{'Format:': ' Board book'},ann barber,Just not enough substance or anything to hold my interest or the children. Just not enough for a good book.,Too short and not much to it.,1358035200,,,0.1,6.0,I Love You Through And Through
30329,0.0,1.0,0.0,0.0,1.0,True,"11 10, 2015",A2M7W2G3YAGRWK,0439673631,{'Format:': ' Board book'},madridista,I didn't know that the Jewish star is all over the book.  If I had known I wouldn't have bought it.,I didn't know that the Jewish star is all over ...,1447113600,,,0.1,6.0,I Love You Through And Through
30499,0.0,0.855,0.145,0.296,5.0,False,"10 26, 2014",A2LZMD9YOXCNSP,0439673631,{'Format:': ' Board book'},Amazon Customer,Purchased from the baby registry for a new mom who is an avid reader herself.,Five Stars,1414281600,,,0.3,6.0,I Love You Through And Through
30681,0.096,0.759,0.145,0.3461,5.0,True,"01 1, 2013",A3HPDYQGS76245,0439673631,{'Format:': ' Board book'},Annette,Bought this a second time because the first book was so very worn from reading it.  This is the best book for the little ones.,Books,1356998400,,,0.3,6.0,I Love You Through And Through
30464,0.0,0.932,0.068,0.5093,5.0,True,"01 7, 2015",AI6TAGDH2P3NR,0439673631,{'Format:': ' Board book'},Mama Dragon,"His daddy read this to him for the first time the other night and after he fell asleep (our LO is 7 weeks old today) Hubs came out with the book ""Did you read this yet?  It's so cute!""  I think this will be a family favorite for years.",Even the husband loved this book!,1420588800,,,0.5,6.0,I Love You Through And Through
30273,0.0,0.0,1.0,0.5093,5.0,True,"05 29, 2016",A2B6RSZ1K2GJVH,0439673631,{'Format:': ' Board book'},Stacy Ryerson,Sweet!,Five Stars,1464480000,,,0.5,6.0,I Love You Through And Through
30225,0.0,0.674,0.326,0.7003,5.0,True,"03 12, 2017",A238GZ8ED1S92J,0439673631,{'Format:': ' Board book'},dobies1,Sweet board book for babies and toddlers. One of my favorites for baby  time.,Five Stars,1489276800,,,0.7,6.0,I Love You Through And Through
30203,0.0,0.385,0.615,0.6988,5.0,True,"08 22, 2017",ASFTF094BYHWY,0439673631,{'Format:': ' Board book'},Amazon Customer,best baby book ever!!,Five Stars,1503360000,,,0.7,6.0,I Love You Through And Through
30658,0.0,0.738,0.262,0.8999,5.0,False,"03 18, 2013",A1LVRAJ4QCUAPX,0439673631,{'Format:': ' Board book'},Tracey,"This story never gets old. It's simple and my son loves to hear it again and again. It's also nice because it reminds me to say ""I love you"" to him even more often!",Baby loves it!,1363564800,,,0.9,6.0,I Love You Through And Through
30645,0.0,0.645,0.355,0.8997,5.0,False,"05 23, 2013",A18NTAU98INDIU,0439673631,{'Format:': ' Board book'},Mhairi Hutchison,My son simply adores this book! It's a great book to read just before bed time... Not too long and makes the child happy!,Great For Toddlers,1369267200,,,0.9,6.0,I Love You Through And Through
31243,0.347,0.267,0.387,0.0772,3.0,True,"01 17, 2016",A15LDYHVYWRN9Z,0439738199,{'Format:': ' Paperback'},old recluse,gift for uneasy reader,helps practice reading,1452988800,,,0.1,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31421,0.11,0.762,0.127,0.2599,4.0,True,"12 18, 2014",A2EVXI1FKDIJCG,0439738199,{'Format:': ' Paperback'},Rebecca,"Perfect way to kill 2 birds with 1 stone.  Not only does this book teach manners but it also teaches my child to read, perfect!  I would have given this book 5 stars but I'm having to make way more cookies now than ever so I no longer have time to read with my child.",Yes Please!,1418860800,2,,0.1,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31459,0.0,0.833,0.167,0.34,5.0,False,"09 9, 2014",A37KI1GCCF542W,0439738199,{'Format:': ' Paperback'},jes,Giving to my niece for her birthday. Added a package of oreo birthday cookies,I love it,1410220800,,,0.3,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31421,0.11,0.762,0.127,0.2599,4.0,True,"12 18, 2014",A2EVXI1FKDIJCG,0439738199,{'Format:': ' Paperback'},Rebecca,"Perfect way to kill 2 birds with 1 stone.  Not only does this book teach manners but it also teaches my child to read, perfect!  I would have given this book 5 stars but I'm having to make way more cookies now than ever so I no longer have time to read with my child.",Yes Please!,1418860800,2,,0.3,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31465,0.0,0.238,0.762,0.4939,5.0,False,"08 6, 2014",A34HVBYN7W2CT9,0439738199,{'Format:': ' Paperback'},new mommy 323,Adorable book,Five Stars,1407283200,,,0.5,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31266,0.0,0.61,0.39,0.4939,4.0,True,"11 21, 2015",A2A5A2SNCSHQKX,0439738199,{'Format:': ' Paperback'},Zain,My son enjoy reading the book,Four Stars,1448064000,,,0.5,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31500,0.0,0.756,0.244,0.7003,4.0,True,"01 4, 2014",A1X4RL6Z2XAW0F,0439738199,{'Format:': ' Paperback'},Cynthia Blaine,"This is a book that was part of a shipment I already commented  on.  Part of Christmas gift chosen by parent, seemed pleased.",Child's book,1388793600,,,0.7,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31425,0.0,0.147,0.853,0.7003,5.0,False,"12 12, 2014",A3VTLUGHO9P3OO,0439738199,{'Format:': ' Paperback'},david peterson,"Gift, good price",good,1418342400,,,0.7,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31538,0.0,0.645,0.355,0.8999,5.0,False,"02 18, 2009",A3N8G0TUJ5M38R,0439738199,{'Format:': ' Paperback'},Rachel Paxton,"My twin three-year-old boys love this book.  It is great for beginning readers, and the story is very engaging and keeps their attention.",Great for Beginning Readers,1234915200,3,,0.9,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31371,0.0,0.267,0.733,0.9001,5.0,True,"03 12, 2015",A2QLT5PSAEIXS6,0439738199,{'Format:': ' Paperback'},Becky Whitaker,Great book.  Cute story.  Kids loved it.,Five Stars,1426118400,,,0.9,33.0,"May I Please Have a Cookie? (Scholastic Readers, Level 1)"
31686,0.198,0.585,0.217,0.1386,1.0,True,"05 9, 2014",A3C1312H0PT8AD,0439813786,{'Format:': ' Hardcover'},Lynn Clydesdale,"The book was certainly readable, but the book spine was broken. It was hard to hold! I did enjoy the book, though.",Book spine was broken,1399593600,,,0.1,1.0,The Invention of Hugo Cabret
31896,0.058,0.871,0.071,0.0525,3.0,False,"11 21, 2008",A2L2BHOKM9VTR1,0439813786,{'Format:': ' Hardcover'},Amazon Customer,"So yeah, the illustrations were neat.  Yes, I highly liked the design and the color of the pages.  But the story itself?  Overrated.  Nothing much happens.  The passages are short.  At the end of the book, it's revealed that the entire story is based on a real person, really ruining the book for me.  It started out really powerfully and you think, hey, this might actually be a neat, slightly supernatural mystery, but nope, all you've got is a boring book about artists and film-makers.  It took only half an hour to read, and the majority of the book just had me flipping through pictures, when I had expected it to be an ""illustrated"" book as in 'there are small images maybe once per chapter.'  This had such potential, and I'm having lots of trouble understanding all the hype surrounding it.  Not as tremendous as it should have, could have, and is portrayed to be.",Nothing Spectacular...,1227225600,,,0.1,1.0,The Invention of Hugo Cabret
31772,0.0,0.891,0.109,0.296,5.0,False,"07 10, 2012",A10QAKAJ2BTQ0W,0439813786,{'Format:': ' Audible Audiobook'},JohnnyBGood,"i am in 6 th grade and have probably read over 10,000 books but this one is tied at the top.",probably the best book i have ever read,1341878400,,,0.3,1.0,The Invention of Hugo Cabret
31572,0.0,0.323,0.677,0.2732,5.0,True,"12 3, 2016",A2V6W8QRKFONHX,0439813786,{'Format:': ' Hardcover'},Book trader,God book.,Five Stars,1480723200,,,0.3,1.0,The Invention of Hugo Cabret
31660,0.07,0.746,0.184,0.5106,5.0,True,"11 12, 2014",A2D6EF6OA5U7UY,0439813786,{'Format:': ' Hardcover'},Miss Liberty,"Even though the vocabulary is hard for a fourth grader, he loves this book.  He read it twice.",Great for boys.,1415750400,,,0.5,1.0,The Invention of Hugo Cabret
31682,0.0,0.708,0.292,0.5106,5.0,False,"06 28, 2014",A1JAJCZ6XQLCWE,0439813786,{'Format:': ' Hardcover'},Donald Berger,as much fun to look at as to read.,Five Stars,1403913600,,,0.5,1.0,The Invention of Hugo Cabret
31583,0.0,0.147,0.853,0.7003,5.0,True,"06 30, 2016",A3VZJO9HBEJSKZ,0439813786,{'Format:': ' Hardcover'},Amazon Customer,All good.  Thanks.,Five Stars,1467244800,,,0.7,1.0,The Invention of Hugo Cabret
31754,0.0,0.799,0.201,0.7003,5.0,True,"12 4, 2012",A13XM11TC4KKH2,0439813786,{'Format:': ' Hardcover'},Mike K,"This is actually a Christmas Present for someone else, so it will be unknown to me if it is a good book.  It looks good initially though.",Hugo Cabaret book,1354579200,,,0.7,1.0,The Invention of Hugo Cabret
31708,0.0,0.814,0.186,0.9001,5.0,True,"09 8, 2013",A12XNQ6GYVSFFO,0439813786,{'Format:': ' Hardcover'},MamaZombie,My daughter checked this book out over and over from the school library. (she's was 10) So for her birthday this year I bough it for her. It is a great book with a exciting story. The illustrations really pulls you in. She loves to read it to us and show us the photos.,Buy this,1378598400,,,0.9,1.0,The Invention of Hugo Cabret
31725,0.0,0.718,0.282,0.8997,5.0,True,"04 25, 2013",A33YCJX50QVG4R,0439813786,{'Format:': ' Hardcover'},Sandra L. Magers,"Having read another book by Brian Selznick, I got this one for a niece's son.  He really enjoyed it and it arrived quickly, to his delight.  I think adults would also enjoy this book!",Hugo Rules!,1366848000,,,0.9,1.0,The Invention of Hugo Cabret
32261,0.0,1.0,0.0,0.0,3.0,True,"01 8, 2013",A21GLJ7O8U4JA3,0545166810,{'Format:': ' Paperback'},Spa Lady,"I thought I was buying something more adult. For kids, this is probably more of a 5 star book and I passed it on to my young nephews.",Well that's not fair but...,1357603200,,,0.1,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32004,0.084,0.779,0.136,0.2023,3.0,True,"01 28, 2010",A33CKJNXV5LRRV,0545166810,{'Format:': ' Paperback'},C. Gardner,"Meh - Unless there are more sequels in the works the ending was, well, undistinguished.",Meh,1264636800,4,,0.1,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32124,0.0,0.0,1.0,0.296,4.0,True,"08 2, 2014",A1E1SQQMWCXS1C,0545166810,{'Format:': ' Kindle Edition'},Robert Humphries,OK,Four Stars,1406937600,,,0.3,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32202,0.132,0.734,0.135,0.296,5.0,True,"08 15, 2013",A319KPBEOCZO2T,0545166810,{'Format:': ' Kindle Edition'},Florida712,"I stumbled onto the first book of this series by accident. Up to then I didn't know that Suzanne Collins had written another series. As I enjoyed the Hunger Games a lot, I went off with the first one, loved it and finished the whole series in no time. Unfortunately it is over now and I wish there would be more, maybe at some point in time.",what a great series,1376524800,,,0.3,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
43034,0.0,0.862,0.138,0.4927,5.0,True,"02 3, 2018",AOO41HFJCMSV6,0545166810,{'Format:': ' Kindle Edition'},Bill &amp;amp; Kerrin Wikle,It was really funny and action packed and it is really hooking and it wants you to read more of it.,OMG IT WAS A AWESOME BOOK!,1517616000,,,0.5,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32277,0.0,0.87,0.13,0.5095,4.0,True,"11 25, 2012",A9PZ53XMH5XUM,0545166810,{'Format:': ' Kindle Edition'},Linda,"Who knew that talking giant rats, cockroaches, and bats would keep my attention.  The personality given to the different species is very clever.",Keeps you wondering what is coming next.,1353801600,,,0.5,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32268,0.0,0.766,0.234,0.7003,3.0,True,"12 26, 2012",A3MM1UYQKUDVX2,0545166810,{'Format:': ' Paperback'},D. Smith,"Was a gift so I can't comment on the quality of the books, but they arrived in good condition and were as advertised.",Gift,1356480000,,,0.7,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32298,0.06,0.832,0.108,0.7058,4.0,False,"09 7, 2012",A1J9TGRQWYZ5XL,0545166810,{'Format:': ' Paperback'},marla,"I read the first two books to my 9 year old son.  We each loved them.  I decided to let him read the 3rd book on his own, ""Curse of the Warmbloods.""  It had some flesh-eating mites or fleas that would swarm it's prey and de-flesh it in moments.  This so scared my son that he could not sleep for a couple of long nights.  I love the Underland world that the author created and the quests and the characters, however, I think she needed to keep in mind that some material may be unsuitable for younger readers.  Still, my son says he'll continue with the 4th book and also the 5th.  :)",Can be scary for young children,1346976000,,,0.7,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32233,0.0,0.593,0.407,0.8997,5.0,True,"04 4, 2013",AZVJUHBWPO0DA,0545166810,{'Format:': ' Kindle Edition'},gloria ryckman,a really great story for all ages. i loved it! adventurous and eventful. I now have it for my grandkids to read,great story,1365033600,,,0.9,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32285,0.066,0.678,0.256,0.9003,4.0,True,"09 28, 2012",A16EQ9ANP378NI,0545166810,{'Format:': ' Kindle Edition'},Valrie Chouinard,"After reading Hunger Games, I decided to read further work by the same author. I must say I was pleasantly surprised by Suzanne Collins' Overlander series. I wouldn't qualify the books as being childish since they are so well written and very refreshing. I recommend them to anyone who like fantasist books with some good action!",Awesome books for young and old!,1348790400,,,0.9,15.0,Suzanne Collins The Underland Chronicles 5 Books Set (1-5) Gregor The Overlander
32357,0.0,1.0,0.0,0.0,3.0,True,"10 28, 2017",A18DX1AT72SY95,0545540607,{'Format:': ' Paperback'},elizabeth nolan,Panel blurred out,Three Stars,1509148800,,,0.1,27.0,Sisters
32662,0.105,0.79,0.105,0.0,2.0,True,"10 29, 2014",A3QTRZJ4T0WFVD,0545540607,{'Format:': ' Paperback'},Misia Goodson,Not at all what I expected.  It was written like a cartoon and seems to be pretty negative and sarcastic maybe????  I bought it for my nieces but am not going to give it to them.,It was written like a cartoon and seems to be pretty negative and ...,1414540800,,,0.1,27.0,Sisters
32356,0.0,0.854,0.146,0.3,4.0,True,"10 28, 2017",AAKKTBACB3WLT,0545540607,{'Format:': ' Paperback'},Evelyn,bought it for my little niece she loves it but it came a little folded,Four Stars,1509148800,,,0.3,27.0,Sisters
32373,0.0,0.312,0.688,0.296,1.0,True,"07 26, 2017",A1JB2DFRW1H6J9,0545540607,{'Format:': ' Kindle Edition'},Leslie M. Edwards,just ok,One Star,1501027200,,,0.3,27.0,Sisters
32484,0.0,0.687,0.313,0.4927,5.0,True,"12 29, 2015",A3FWJPE0EDENAQ,0545540607,{'Format:': ' Paperback'},Carrie,Very entertaining for my 11 year old daughter.,Five Stars,1451347200,,,0.5,27.0,Sisters
32353,0.0,0.238,0.762,0.4927,5.0,True,"12 6, 2017",A39SG0W227RSGZ,0545540607,{'Format:': ' Paperback'},Lingli Gao,Very good,Five Stars,1512518400,,,0.5,27.0,Sisters
32567,0.0,0.463,0.537,0.6997,5.0,True,"03 21, 2015",A2L0JMHTLHK8YH,0545540607,{'Format:': ' Paperback'},Kelly McLean Easton,My daughter loves this series. Highly recommended.,Highly recommended.,1426896000,,,0.7,27.0,Sisters
32467,0.041,0.803,0.156,0.6943,2.0,True,"03 3, 2016",A3TU174FK8XSI3,0545540607,{'Format:': ' Kindle Edition'},ChrisAn,"Ordered this by mistake.  However, as a retired teacher, I thought I would take a look to see what kids are reading these days.  Not too crazy about this one.  There were some funny moments.  I will admit, however, that I sped read through only about half before giving up.  Perhaps the second half picks up the pace.",Oops!,1456963200,,,0.7,27.0,Sisters
32411,0.0,0.739,0.261,0.8999,5.0,True,"11 28, 2016",A3IT1HMVE3OVE6,0545540607,{'Format:': ' Paperback'},joyce h.,"This book was a present for my grand daughter, now a third grader.  She read another of Telgemeier's books and really liked it.
It was delivered properly in a padded bag.  Price was reasonable.  Grand daughter is thrilled to have it.",Sisters written by Raina Telgemeier,1480291200,2,,0.9,27.0,Sisters
32350,0.0,0.739,0.261,0.9001,4.0,True,"01 7, 2018",A8YYMBXZN2SEZ,0545540607,{'Format:': ' Paperback'},ShinMadman3rd,3rd book. I love to read and I am inspiring kids to read with these type of books.  I grew up reading comic books and their college level vocabulary and grammar. Let's hope this is well received by the young readers.,Noice,1515283200,,,0.9,27.0,Sisters
32876,0.102,0.726,0.172,0.0593,3.0,True,"04 19, 2015",ANE85ZAT9OV84,0761130675,{'Format:': ' Board book'},Junebug87,"Alright, not as enthralled with her books as some of my friends.  The mom I gave this too said her toddler liked it, but it wasn't her favorite.",Not a favorite Sandra Boyton,1429401600,,,0.1,5.0,Snuggle Puppy! (Boynton on Board)
43043,0.109,0.775,0.116,0.0516,1.0,True,"04 14, 2018",A2J0B7464JZ9C8,0761130675,{'Format:': ' Board book'},Pen Name,Were big on books in my house. We read ALOT. Thought this was lame in the kids book department. Cute illustrations tho,Disappointed,1523664000,,,0.1,5.0,Snuggle Puppy! (Boynton on Board)
32895,0.0,0.821,0.179,0.34,5.0,True,"01 8, 2015",A9T9EYVLPU5L,0761130675,{'Format:': ' Board book'},Pamela Renfro,purchased for granddaughter for Christmas.  She seemed excited when she opened it..,Five Stars,1420675200,,,0.3,5.0,Snuggle Puppy! (Boynton on Board)
32748,0.118,0.662,0.221,0.34,1.0,False,"07 15, 2017",A1O379DW54RY7E,0761130675,{'Format:': ' Board book'},Michelle P.,Not one of our favorite Boynton books. Has an awkward song,One Star,1500076800,,,0.3,5.0,Snuggle Puppy! (Boynton on Board)
32892,0.0,0.238,0.762,0.4939,5.0,True,"01 20, 2015",A1D1M3B8IKSTFC,0761130675,{'Format:': ' Board book'},J.D.,Simply adorable.,Five Stars,1421712000,,,0.5,5.0,Snuggle Puppy! (Boynton on Board)
32884,0.0,0.68,0.32,0.5093,5.0,True,"02 24, 2015",A15Y0YKCS6HGY5,0761130675,{'Format:': ' Board book'},Karen S. Kuhn,One of my 5 year old's favorite bedtime books!,Five Stars,1424736000,,,0.5,5.0,Snuggle Puppy! (Boynton on Board)
32935,0.0,0.784,0.216,0.7003,5.0,True,"03 12, 2014",A32HJL62OPKGZP,0761130675,{'Format:': ' Board book'},misspr85,Such a cute little story. One of my favorites to read to my infant son. Not familiar with the song that it's based on.,Cute,1394582400,,,0.7,5.0,Snuggle Puppy! (Boynton on Board)
32885,0.0,0.408,0.592,0.6996,4.0,True,"02 20, 2015",A37HY2J005U7IR,0761130675,{'Format:': ' Kindle Edition'},SantaClaus12,Cute book if you like puppies!,Four Stars,1424390400,,,0.7,5.0,Snuggle Puppy! (Boynton on Board)
32889,0.0,0.389,0.611,0.9001,5.0,True,"02 9, 2015",A1F0ZAZ1G9AO9U,0761130675,{'Format:': ' Board book'},FunnyFarm,Love the book. Bright colorful and my boys loved it.,Snuggle Puppy,1423440000,,,0.9,5.0,Snuggle Puppy! (Boynton on Board)
32797,0.0,0.576,0.424,0.9008,5.0,True,"08 12, 2016",A2C124A7MUL99T,0761130675,{'Format:': ' Board book'},H J Duff,"Awesome book to read to young kids before bed,
 even better if you sing them the song :-D",Five Stars,1470960000,,,0.9,5.0,Snuggle Puppy! (Boynton on Board)
33165,0.179,0.621,0.2,0.1589,2.0,False,"10 13, 2016",AK55JPWIWG0NI,0761456864,{'Format:': ' Kindle Edition'},Kindle Customer,It was good I guess...could have been better though the ending wasn't very pleasing. It was not clear what the book was explaining,It whas ok,1476316800,,,0.1,47.0,What If Everybody Did That?
33290,0.0,1.0,0.0,0.0,1.0,True,"03 2, 2015",A22DQNBTDHMC1G,0761456864,{'Format:': ' Hardcover'},Shonna,I could have made the same point to y kid without spending money on this book.,So-so book,1425254400,2,,0.1,47.0,What If Everybody Did That?
33190,0.12,0.685,0.195,0.296,5.0,True,"08 21, 2016",A2JSM6JCDQ663R,0761456864,{'Format:': ' Hardcover'},Amazon Customer,"I am hoping to open the eyes of my first graders as they see what happens when they make decisions, whether good or bad.",whether good or bad,1471737600,,,0.3,47.0,What If Everybody Did That?
33302,0.0,0.881,0.119,0.3182,1.0,False,"01 16, 2015",A2BVWY4SJAYGF5,0761456864,{'Format:': ' Hardcover'},Crystal,"This book is a rip off of ""If Everybody Did"" Go for the original, not this knock off.

http://smile.amazon.com/gp/aw/d/0890844879/ref=mp_s_a_1_1?qid=1421415324&sr=8-1&pi=AC_SX200_QL40&dpPl=1&dpID=51bMMWZqeML&ref=plSrch",Rip off of another book,1421366400,14,,0.3,47.0,What If Everybody Did That?
33284,0.109,0.703,0.188,0.5008,3.0,True,"04 16, 2015",A1L35AERV8XJYM,0761456864,{'Format:': ' Kindle Edition'},R Faison,"Not riveting, but a good convo starter. The pictures make the point for younger kids. I would have loved some resolution at the end.",Ok,1429142400,,,0.5,47.0,What If Everybody Did That?
33191,0.0,0.61,0.39,0.4939,5.0,True,"08 7, 2016",A1OEMLK9Y4ONGJ,0761456864,{'Format:': ' Hardcover'},Elle,Teaches about taking care of things,Book,1470528000,,,0.5,47.0,What If Everybody Did That?
33214,0.0,0.864,0.136,0.7003,5.0,False,"04 3, 2016",A2Z2QX1RX7E7W1,0761456864,{'Format:': ' Kindle Edition'},S. Downing,"If every body did that....considered others first,treated people the way they wanted to be treated...wouldn't the world be better.  That's what I take from the book.  If we could all just do better and then teach it to our kids.",Good message,1459641600,,,0.7,47.0,What If Everybody Did That?
33037,0.0,0.341,0.659,0.7003,5.0,True,"03 1, 2018",A2FFHPAUCMPHWW,0761456864,{'Format:': ' Hardcover'},LaFazia,good book with a good message,Five Stars,1519862400,,,0.7,47.0,What If Everybody Did That?
33140,0.035,0.652,0.313,0.902,4.0,False,"12 7, 2016",A2JWGLVLTH8XXE,0761456864,{'Format:': ' Kindle Edition'},Elizabeth Baumgartner,"A good read for a five year old. There are a lot of good elements in what shouldn't be done, though a few actions that could be fun are exaggerated a bit. I'll take a hug, though!",An okay read,1481068800,,,0.9,47.0,What If Everybody Did That?
33349,0.094,0.681,0.225,0.9041,5.0,True,"01 9, 2014",A2HPCYZI112VG5,0761456864,{'Format:': ' Hardcover'},Jennifer Pelton,I am a Skills coach at an elementary school. I work with students who have behavior problems in the classroom. I love this book especially for my students who are disruptive in the classroom or struggle with following the classroom rules. I love the illustrations as well. My students love to read it. It has helped them to think before they act. I highly recommend this book.,Great book,1389225600,,,0.9,47.0,What If Everybody Did That?
34280,0.122,0.739,0.139,0.1007,1.0,True,"11 19, 2014",A3ANM6KJTFIL,0763644765,{'Format:': ' Board book'},Cynthia W. Swain,I should have looked at the inside of this book.  I could have done a better job with the content.  It's a waste!,I could have done a better job with the content,1416355200,,,0.1,40.0,Potty (Leslie Patricelli board books)
34537,0.048,0.882,0.07,0.1027,2.0,True,"12 28, 2012",A27L5CS0Q48PIS,0763644765,{'Format:': ' Board book'},Amazon Customer,"I was disappointed on receiving this book because the drawings are too cartoonish for my 2 year old daughter to relate to.  She much prefers My Big Girl Potty which interested her in the potty much more, since she could see herself relating to the little girl in the book interacting with her mommy and daddy, and playing with her stuffed animals.",drawings too cartoonish for my daughter to relate to,1356652800,,,0.1,40.0,Potty (Leslie Patricelli board books)
34123,0.0,0.844,0.156,0.3008,5.0,True,"06 1, 2015",A2V7YH94K9EBPR,0763644765,{'Format:': ' Board book'},Jane Stevenson,"I bought this book for a single father of a little girl.
I like it very much.",I like it very much,1433116800,,,0.3,40.0,Potty (Leslie Patricelli board books)
